53,Xmka,Yski,1948-03-07,61796036362,Ul. Cowa 47,675978474
54,Rmek,Xska,1996-03-18,82156761584,Ul. Fowa 12,731350640
55,Omka,Sski,1946-09-05,71917005495,Ul. Howa 56,381354222
56,Cmka,Iska,1945-04-04,53219517475,Ul. Eowska 19,683196260
57,Tmek,Cska,1952-07-13,41402632848,Ul. Vowska 70,765314499
58,Kmka,Bski,1978-04-04,43434319908,Ul. Cowa 2,147408840
59,Qmka,Yska,1993-04-02,73744797825,Ul. Cowska 6,470347616
60,Wmek,Cska,1961-07-18,42658289600,Ul. Kowa 75,647756468
61,Wmka,Hski,1994-04-18,61888151288,Ul. Lowa 83,583710020
62,Nmka,Wski,1961-06-18,73307780164,Ul. Aowa 69,474240260
63,Wmka,Aski,1995-07-13,41168015620,Ul. Qowska 34,582358595
64,Tmek,Iska,1976-08-12,63806365768,Ul. Sowa 20,941977416
65,Vmek,Qska,1947-06-17,42926003036,Ul. Towa 1,741874748
66,Nmek,Rska,1977-06-20,61860001148,Ul. Xowa 72,118807852
67,Amka,Gski,1999-04-03,61233427956,Ul. Oowska 35,890765248
68,Omek,Mska,1952-10-10,51012260540,Ul. Bowa 83,151305027
69,Wmek,Uska,1951-10-11,62551566126,Ul. Xowska 94,212107594
70,Amka,Jska,1949-07-14,84089418520,Ul. Gowska 17,719608673
71,Smek,Xska,1977-10-13,82795118416,Ul. Howa 51,786878262
72,Omek,Yski,1996-10-17,83370945496,Ul. Gowa 47,111021456
73,Nmek,Qska,1945-02-22,73715214513,Ul. Towa 82,985670856
74,Omek,Uski,1977-09-09,53525854315,Ul. Dowa 58,737139564
75,Smka,Gska,1975-06-24,73069512471,Ul. Eowa 77,944063574
76,Hmek,Nska,1962-11-16,61953741150,Ul. Fowa 42,550227105
77,Imek,Vska,1960-12-05,71175171260,Ul. Uowa 34,164416316
78,Imek,Pska,1995-12-08,51890490435,Ul. Dowska 3,950181179
79,Umek,Cska,1979-06-27,54187143875,Ul. Rowska 57,180418866
80,Pmka,Gski,1982-05-19,82578601616,Ul. Towa 50,666978152
81,Nmek,Tska,1991-12-08,71158815932,Ul. Nowska 65,392670515
82,Fmek,Bski,1956-05-27,42543608104,Ul. Cowa 6,635263980
83,Pmek,Nski,1978-08-19,43364584356,Ul. Sowa 83,142730112
84,Cmek,Wski,1994-12-02,42871115660,Ul. Wowa 1,746937060
85,Tmka,Oski,1957-12-07,81701350584,Ul. Qowska 46,899652896
86,Nmek,Iski,1953-10-07,73929942224,Ul. Yowa 75,761384037
87,Pmka,Xski,1990-03-22,62732820148,Ul. Lowa 99,512585035
88,Ymka,Sska,1955-08-26,72095334694,Ul. Jowa 77,968435774
89,Kmka,Qski,1995-02-11,82476132624,Ul. Dowska 95,249061694
90,Smek,Bski,1971-06-19,82856045168,Ul. Fowa 65,488929748
91,Tmka,Cska,1950-08-06,62784738004,Ul. Fowska 99,836723648
92,Emka,Dska,1947-06-18,61153589684,Ul. Vowska 9,864056448
93,Wmek,Dska,1952-01-07,61518701904,Ul. Fowa 82,613527024
94,Umka,Tski,1968-06-11,71043182026,Ul. Uowa 83,476248160
95,Omka,Iski,1966-09-18,72374821326,Ul. Towa 27,132812209
96,Pmka,Oski,1959-09-10,42586621360,Ul. Lowska 75,675116344
97,Imek,Qska,1949-01-03,61779110782,Ul. Cowa 24,930705067
98,Hmek,Lski,1964-03-19,41851568088,Ul. Powa 83,257426586
99,Lmek,Mski,1949-12-02,41995426628,Ul. Lowska 74,811383232
100,Smka,Qski,1965-01-14,64020026702,Ul. Cowska 11,787779942
101,Rmka,Kski,1988-03-24,51292987305,Ul. Gowska 89,399391050
102,Qmka,Iska,1961-06-19,53726075885,Ul. Dowska 73,680814802
103,Ymek,Qska,1950-09-15,43778132204,Ul. Yowa 87,753806920
104,Mmka,Xska,1974-11-07,41441104104,Ul. Jowska 95,389653088
105,Imka,Sski,1983-10-12,43010332932,Ul. Qowska 96,376969825
106,Wmek,Oski,1980-10-28,53472918440,Ul. Gowa 11,817122032
107,Ymka,Wska,1994-02-08,51662157760,Ul. Lowa 58,442929112
108,Nmka,Qski,1981-09-28,42305771976,Ul. Lowska 60,713716184
109,Dmka,Tski,1978-06-09,61689701728,Ul. Uowska 17,289146866
110,Nmek,Oska,1967-08-21,72814004470,Ul. Gowska 97,824581264
111,Nmka,Nska,1965-01-01,71055376951,Ul. Uowa 30,660971672
112,Omek,Dska,1953-01-25,52601295510,Ul. Wowska 84,344558659
113,Bmka,Eski,1953-03-26,53558317090,Ul. Qowa 64,783780376
114,Umek,Kski,1997-02-06,71832065977,Ul. Gowa 92,980123427
115,Ymek,Kski,1954-04-02,82450794848,Ul. Fowska 97,227462328
116,Amka,Xski,1950-11-22,63229913656,Ul. Xowska 2,461709996
117,Mmek,Cska,1965-05-20,53374555155,Ul. Qowska 11,842770720
118,Fmek,Mski,1962-06-16,42248904316,Ul. Xowa 2,673092996
119,Kmek,Wski,1988-10-04,71425543325,Ul. Jowska 3,577408425
120,Qmek,Wski,1996-01-28,63456034196,Ul. Cowska 91,269201228
121,Umka,Xska,1971-01-17,54088800760,Ul. Bowa 75,620402172
122,Lmek,Hska,1993-11-02,64148046124,Ul. Aowa 80,616370796
123,Gmek,Mska,1960-04-13,81749638672,Ul. Oowa 41,640853088
124,Amek,Rski,1984-01-22,54181597655,Ul. Oowa 85,337184153
125,Emek,Uski,1971-02-15,83736537792,Ul. Cowska 24,952404949
126,Qmka,Cska,1981-10-24,52696945605,Ul. Fowa 34,569116560
127,Lmek,Uski,1953-04-23,42277266124,Ul. Iowa 55,852553080
128,Dmka,Mski,1971-02-04,71394010964,Ul. Xowa 64,696512422
129,Nmka,Jski,1991-08-13,51990756175,Ul. Qowska 76,632929478
130,Qmek,Vski,1989-01-22,81256047352,Ul. Qowa 21,728224882
131,Mmek,Rski,1947-01-22,53501416420,Ul. Gowa 37,369192856
132,Kmka,Oska,1983-04-18,52549285115,Ul. Cowa 59,853332448
133,Amka,Uska,1975-04-16,73440625403,Ul. Oowa 99,887893720
134,Umka,Bski,1988-10-12,41546602400,Ul. Vowska 45,915490638
135,Cmka,Mska,1993-07-12,44276347840,Ul. Bowska 34,198803014
136,Nmek,Fska,1965-03-01,53634561790,Ul. Xowa 51,975306336
137,Ymek,Eska,1991-01-23,41206266796,Ul. Nowska 16,290763484
138,Hmek,Aska,1975-08-11,83652149640,Ul. Kowa 62,627935418
139,Xmek,Sska,1948-02-27,71818294425,Ul. Nowska 36,698545566
140,Ymek,Qski,1990-12-12,62275345312,Ul. Iowa 71,695837004
141,Vmka,Eska,1996-11-10,53153055420,Ul. Fowska 90,961154486
142,Xmek,Pski,1963-11-02,52740505420,Ul. Powska 81,561290485
143,Umka,Aska,1963-03-06,71534836934,Ul. Aowa 87,975843190
144,Jmka,Uska,1958-10-15,61012848110,Ul. Kowa 2,728730611
145,Pmka,Wska,1961-10-25,62401176064,Ul. Jowa 44,853061048
146,Jmek,Dski,1972-12-13,42171520972,Ul. Vowa 54,975568877
147,Imek,Eski,1972-09-09,63919031818,Ul. Gowska 83,277727728
148,Wmek,Dska,1972-01-18,64025623508,Ul. Oowa 71,177101705
149,Cmka,Tski,1983-07-16,83539356960,Ul. Aowa 43,985535297
150,Mmek,Mska,1949-02-01,73667224859,Ul. Cowa 90,666138268
151,Bmek,Hski,1962-08-05,41271777472,Ul. Gowska 66,659129250
152,Bmka,Sska,1958-02-02,64024600588,Ul. Wowa 63,549010310
153,Qmek,Fski,1977-08-12,72964104414,Ul. Nowa 8,185823205
154,Emek,Nska,1958-01-01,84033588824,Ul. Fowa 46,983467264
155,Qmek,Lska,1967-12-25,63915985230,Ul. Cowa 29,429999388
156,Fmka,Cski,1975-11-09,41912075684,Ul. Oowska 7,857188200
157,Hmka,Iska,1998-07-16,41987756000,Ul. Sowska 6,419942824
158,Ymka,Fska,1957-05-16,81715429280,Ul. Lowa 24,869088888
159,Cmek,Rski,1970-10-17,84152893440,Ul. Uowska 17,935149885
160,Dmek,Dska,1967-10-06,63505501586,Ul. Wowska 84,815806600
161,Dmek,Tska,1962-04-28,63560774438,Ul. Nowska 56,585126240
162,Cmek,Mska,1954-11-01,63350026288,Ul. Bowa 83,674089498
163,Vmek,Kski,1952-05-25,82474613944,Ul. Eowa 23,984350876
164,Dmek,Mska,1951-07-14,83153960744,Ul. Bowska 26,374645234
165,Hmek,Lski,1965-01-16,62441113764,Ul. Rowa 27,667308960
166,Dmka,Pski,1975-06-21,54104820595,Ul. Uowska 29,739872319
167,Qmka,Dska,1952-05-14,41013056116,Ul. Lowska 89,179311364
168,Amka,Oski,1993-08-07,83397679600,Ul. Qowska 14,358209747
169,Ymek,Xski,1991-12-17,71579762923,Ul. Iowska 38,573658080
170,Ymek,Bska,1962-06-22,44063241508,Ul. Powa 16,933450724
171,Emek,Mska,1949-02-18,53537467430,Ul. Mowa 11,383444103
172,Dmka,Wska,1946-03-19,61862749796,Ul. Dowska 77,126001452
173,Tmek,Sski,1973-04-26,62288358800,Ul. Cowa 55,486818856
174,Emek,Uski,1983-11-15,71670285353,Ul. Lowska 51,870451592
175,Fmka,Gska,1995-09-23,62348610290,Ul. Fowska 30,988321752
176,Fmek,Tski,1985-07-25,71089906171,Ul. Towska 99,172416921
177,Xmek,Qski,1946-09-15,84240616144,Ul. Iowska 1,753913034
178,Rmka,Dska,1991-02-08,43562317568,Ul. Lowa 92,737867970
179,Jmka,Gski,1948-01-25,81216435736,Ul. Towa 42,913698820
180,Qmka,Yska,1993-08-10,41981335360,Ul. Nowska 10,740254145
181,Hmka,Pska,1998-04-09,62194899312,Ul. Nowa 40,111004922
182,Omek,Fska,1945-10-14,81630988320,Ul. Dowa 43,694186766
183,Fmek,Dski,1957-02-06,62271500228,Ul. Dowa 89,747686039
184,Gmek,Iska,1951-10-12,73801425811,Ul. Mowska 91,197513895
185,Mmek,Mska,1957-04-14,72378479844,Ul. Qowska 93,748707504
186,Gmek,Cski,1964-03-23,72512711237,Ul. Uowa 61,436313428
187,Rmek,Qska,1970-04-12,72730608012,Ul. Dowska 66,457122748
188,Gmka,Cska,1961-10-09,74175508474,Ul. Oowa 72,587031235
189,Rmka,Rski,1977-05-08,62826215480,Ul. Lowa 29,159501639
190,Umka,Fska,1951-05-09,61375768612,Ul. Powa 52,559941030
191,Fmek,Yski,1949-04-18,81447474376,Ul. Sowska 15,133410063
192,Nmka,Vska,1979-03-03,82367306488,Ul. Iowa 35,513096285
193,Vmek,Vski,1959-03-10,73212257801,Ul. Xowa 65,897212536
194,Fmka,Vska,1969-01-20,71580074356,Ul. Nowa 70,751781655
195,Nmka,Cski,1993-05-20,42191908136,Ul. Howska 30,193300608
196,Jmka,Wski,1967-05-18,72556516030,Ul. Rowa 12,378649623
197,Cmka,Wska,1960-06-25,81571407632,Ul. Gowska 70,138012185
198,Rmek,Xska,1977-09-10,61570221182,Ul. Qowska 24,180512773
199,Qmek,Dska,1979-11-03,63818485548,Ul. Nowa 55,685131052
200,Omka,Bski,1948-05-08,54007117665,Ul. Uowa 82,191525329
201,Bmka,Jska,1973-03-23,44130871484,Ul. Rowa 63,579142175
202,Lmek,Bski,1984-11-25,81429691792,Ul. Oowa 70,870215632
203,Rmek,Dska,1995-07-10,73543010171,Ul. Gowa 82,618568190
204,Mmek,Hska,1959-09-27,81067537592,Ul. Howa 78,374711109
205,Wmka,Nska,1962-05-02,72372604428,Ul. Qowa 12,522844395
206,Imka,Tska,1948-11-04,82880001008,Ul. Vowska 11,815463840
207,Smek,Gski,1984-11-25,83496983904,Ul. Towska 58,645228796
208,Wmka,Mski,1979-03-18,72832404459,Ul. Yowa 79,285748860
209,Hmek,Sska,1965-12-06,82523495808,Ul. Wowska 36,686550760
210,Ymka,Sska,1987-07-11,62727526936,Ul. Towa 6,440435100
211,Jmka,Fski,1955-05-08,64172787860,Ul. Dowa 72,515112560
212,Cmek,Qski,1959-07-06,73650719287,Ul. Cowa 19,240925644
213,Jmek,Iski,1981-05-13,52618649320,Ul. Kowska 4,936301475
214,Gmka,Dski,1951-05-03,52693890935,Ul. Kowa 59,466994592
215,Emka,Rska,1984-08-08,51148240095,Ul. Towa 72,879610040
216,Wmka,Pski,1963-11-01,42785941828,Ul. Wowa 75,471635516
217,Tmka,Tski,1980-11-13,42331889560,Ul. Powska 33,415829068
218,Imek,Wski,1956-08-22,52862206100,Ul. Cowa 28,138914986
219,Cmka,Eska,1959-05-24,41469724396,Ul. Iowska 49,315679101
220,Xmek,Pski,1998-09-21,51140996740,Ul. Vowska 82,473713800
221,Xmek,Wska,1962-06-21,42975212928,Ul. Howa 92,981155052
222,Fmek,Oski,1951-01-02,71677518391,Ul. Qowa 17,394743794
223,Umka,Jska,1999-02-28,53991546915,Ul. Oowa 47,648014390
224,Cmek,Hski,1964-12-25,81256402064,Ul. Gowska 19,388411298
225,Gmka,Pska,1996-02-25,74222170891,Ul. Qowa 3,369479914
226,Jmka,Kski,1967-02-23,42499520004,Ul. Jowa 84,251510276
227,Nmka,Sski,1986-01-28,62653181726,Ul. Nowska 59,596476255
228,Xmek,Uski,1945-12-14,84034795360,Ul. Oowska 18,548503375
229,Kmka,Uski,1971-04-05,84107834736,Ul. Wowska 29,890050312
230,Kmek,Bska,1995-05-23,63773229624,Ul. Iowska 34,884647328
231,Nmek,Xski,1978-05-16,82862301176,Ul. Qowa 30,625910080
232,Hmek,Vska,1972-01-14,82186224872,Ul. Dowska 58,332004227
233,Mmka,Eski,1979-10-14,52306052890,Ul. Rowa 91,153616662
234,Fmek,Jski,1998-05-20,72304953958,Ul. Oowa 24,311012957
235,Xmka,Lska,1990-11-09,41835097780,Ul. Wowska 52,663285518
236,Cmka,Wski,1974-08-03,73166886023,Ul. Jowska 72,161829585
237,Xmka,Uski,1953-02-11,53405418800,Ul. Kowska 60,349010644
238,Pmka,Yska,1992-02-17,83092998336,Ul. Fowska 58,659464538
239,Cmek,Sski,1996-09-10,81702742760,Ul. Powa 70,236313912
240,Imka,Hska,1964-08-12,42963915088,Ul. Howska 42,915642082
241,Kmka,Cski,1974-04-16,53802932255,Ul. Kowa 50,260754854
242,Hmka,Rski,1972-01-22,52943913845,Ul. Uowa 93,199804849
243,Bmka,Tski,1973-09-08,52957954165,Ul. Rowska 77,182115691
244,Kmek,Fski,1990-09-18,52480042615,Ul. Rowska 96,579284820
245,Bmka,Mska,1973-06-21,61533539120,Ul. Lowska 33,734209268
246,Amka,Eski,1977-01-12,53579208885,Ul. Powa 37,321303516
247,Xmka,Rska,1963-06-21,41178320032,Ul. Qowska 16,828717696
248,Imek,Pski,1951-12-19,84255482536,Ul. Cowska 18,877756120
249,Tmek,Tska,1989-06-11,82824654376,Ul. Xowa 27,960466365
250,Tmek,Aski,1989-10-01,51805461785,Ul. Towa 45,717722712
251,Cmka,Gska,1956-05-19,63410510124,Ul. Bowa 80,512359435
252,Wmka,Sski,1988-07-17,82639563088,Ul. Dowa 36,570503340
253,Lmka,Fski,1955-03-25,62434552520,Ul. Eowska 99,931622336
254,Cmek,Bski,1969-08-23,52620814295,Ul. Howa 21,283560570
255,Pmka,Eska,1969-08-25,81955157632,Ul. Dowa 14,478488008
256,Kmka,Cski,1989-12-27,63449491644,Ul. Xowa 35,361797158
257,Bmka,Bski,1961-09-07,73313613412,Ul. Powska 68,291629850
258,Fmka,Qski,1948-08-01,52831817785,Ul. Howa 24,936608027
259,Vmek,Wski,1961-09-07,83858516320,Ul. Qowa 12,456711708
260,Smka,Aska,1959-07-10,81034305424,Ul. Dowa 43,274400498
261,Rmek,Oska,1997-05-02,63497146356,Ul. Yowa 5,180000474
262,Pmek,Aska,1972-09-16,84160326712,Ul. Howska 57,988679011
263,Vmek,Uski,1947-08-06,51421345980,Ul. Sowska 16,982047717
264,Cmka,Bska,1977-02-04,41211725776,Ul. Wowa 41,159829794
265,Smek,Pska,1977-06-16,52658799380,Ul. Gowska 25,250618130
266,Hmek,Pska,1949-07-07,83412073368,Ul. Powa 78,436413072
267,Lmka,Yska,1976-07-09,51690284620,Ul. Iowska 20,274346730
268,Kmek,Lski,1948-03-07,51606974835,Ul. Uowa 61,677381378
269,Wmek,Oska,1945-04-27,72110522411,Ul. Vowska 98,875954056
270,Umka,Eski,1993-10-06,72309278353,Ul. Cowska 93,238954558
271,Nmek,Gski,1975-04-28,83519852432,Ul. Nowa 67,425211060
272,Emek,Cski,1971-05-18,51484230460,Ul. Sowa 85,541621630
273,Hmek,Nska,1948-03-06,81525663528,Ul. Uowa 43,513429970
274,Hmka,Fski,1958-11-13,44211436920,Ul. Oowa 58,419722792
275,Rmek,Xski,1980-01-23,84125506432,Ul. Cowska 53,588116435
276,Rmka,Rska,1953-04-06,61745963096,Ul. Eowa 43,765341134
277,Pmka,Nski,1964-03-06,42216448224,Ul. Oowa 29,641747022
278,Jmka,Qska,1957-09-12,81010256640,Ul. Howa 79,147412567
279,Mmka,Dska,1963-01-15,52362346545,Ul. Howska 19,974255314
280,Mmka,Qska,1970-08-09,51656187760,Ul. Cowa 17,399424912
281,Mmek,Bska,1974-05-05,73856614877,Ul. Cowa 73,755776848
282,Xmka,Cska,1953-12-12,52619082665,Ul. Vowa 12,498984308
283,Bmka,Wska,1994-09-10,51999421245,Ul. Xowa 58,883960120
284,Mmek,Qska,1974-10-25,52117100635,Ul. Rowska 35,623974196
285,Umka,Cski,1954-12-21,41204307652,Ul. Eowska 46,153824069
286,Nmek,Kska,1950-12-16,64205912260,Ul. Cowa 63,463190000
287,Emka,Cska,1967-07-22,71891339951,Ul. Bowska 17,434875504
288,Dmek,Oska,1975-09-25,52392965450,Ul. Uowska 81,823054512
289,Gmek,Lska,1966-04-14,63763623516,Ul. Eowska 63,437027856
290,Jmka,Wska,1967-10-12,42577044456,Ul. Oowa 87,343596783
291,Mmek,Aski,1996-02-19,52530708780,Ul. Yowa 86,664135202
292,Umek,Kska,1990-09-26,73386205569,Ul. Qowska 86,329545789
293,Fmka,Vski,1961-06-26,43016194424,Ul. Dowa 95,761292549
294,Tmek,Sski,1964-04-05,72731153431,Ul. Uowska 92,619099786
295,Bmka,Tski,1998-10-11,62772323436,Ul. Vowska 11,973204563
296,Imek,Hski,1964-03-18,71083438528,Ul. Uowska 30,584760890
297,Imka,Dski,1945-01-11,41912251992,Ul. Sowska 61,716739508
298,Emka,Gska,1990-09-22,81474346176,Ul. Rowa 34,193023802
299,Gmka,Dska,1952-07-08,83108793272,Ul. Qowa 84,588529665
300,Xmek,Eska,1968-06-27,62941376392,Ul. Eowska 45,631427044
301,Tmka,Nski,1961-01-20,41764059748,Ul. Towa 28,913094230
302,Dmka,Oski,1951-06-19,73805435919,Ul. Mowska 17,380960138
303,Vmka,Nski,1978-02-01,62394459690,Ul. Lowska 50,448535580
304,Mmka,Rski,1946-09-24,81670160760,Ul. Howska 11,937450426
305,Mmek,Hski,1968-02-25,42245125788,Ul. Dowska 15,787429127
306,Hmka,Cska,1976-08-12,83253506448,Ul. Bowa 98,633224722
307,Hmek,Rski,1974-02-26,51121906115,Ul. Yowa 1,816300248
308,Omek,Aski,1982-03-18,61448971348,Ul. Rowska 59,151922417
309,Amek,Lska,1965-05-02,71390595928,Ul. Dowa 90,459023252
310,Gmka,Iska,1958-12-25,51540306635,Ul. Wowa 84,818400528
311,Omek,Hska,1994-07-28,61422815708,Ul. Wowa 81,173403592
312,Kmka,Cska,1965-01-07,61541792984,Ul. Powska 71,900001952
313,Qmka,Aski,1989-12-08,62150882398,Ul. Wowska 75,591899175
314,Lmka,Lska,1958-09-11,82026210000,Ul. Iowa 30,313246614
315,Jmek,Nski,1962-09-06,53789780080,Ul. Iowska 84,313353946
316,Xmka,Dska,1968-01-17,72850968763,Ul. Nowa 78,877490504
317,Lmek,Tska,1973-05-18,82561361672,Ul. Xowa 34,558276610
318,Lmek,Vska,1949-12-17,73155721879,Ul. Towa 42,886892096
319,Fmek,Kska,1983-05-08,53800251250,Ul. Yowska 54,544148430
320,Imka,Mska,1946-10-11,51363732365,Ul. Lowa 60,425601420
321,Vmka,Gski,1998-08-24,62295089328,Ul. Yowa 87,869197744
322,Xmka,Bska,1981-07-07,71735139321,Ul. Xowa 77,772602618
323,Smek,Iski,1959-02-02,51947116515,Ul. Dowska 83,365643821
324,Mmka,Iski,1959-12-14,51259360925,Ul. Dowa 50,894003600
325,Fmka,Qska,1995-07-02,82664753712,Ul. Aowska 3,786852964
326,Jmek,Gski,1971-04-02,82763000192,Ul. Eowska 41,739464414
327,Rmka,Nski,1953-08-13,53638647715,Ul. Qowa 16,552997485
328,Qmka,Wski,1964-08-16,51801716620,Ul. Wowa 27,470056392
329,Hmka,Oska,1960-08-09,43343490848,Ul. Mowa 2,995357591
330,Imka,Tski,1968-10-01,63045570776,Ul. Nowa 89,354101149
331,Bmek,Fski,1987-11-16,82813569200,Ul. Towa 47,269254984
332,Smka,Dska,1977-04-07,83893444688,Ul. Eowa 22,413678592
333,Vmka,Rska,1979-10-28,62366712734,Ul. Jowa 49,740569685
334,Imka,Tska,1976-06-08,61027961256,Ul. Dowska 29,258611450
335,Amka,Oski,1948-12-07,71603354320,Ul. Aowska 17,116125345
336,Xmek,Oska,1954-02-14,83521566264,Ul. Yowa 18,292608126
337,Emka,Cska,1965-05-15,42684668948,Ul. Dowska 66,713392248
338,Bmka,Gska,1984-10-19,73346615617,Ul. Gowa 13,650147310
339,Omek,Hski,1969-06-26,73777684630,Ul. Rowa 22,910245719
340,Kmka,Gski,1955-05-25,51588585560,Ul. Uowa 45,123023727
341,Imka,Uski,1975-06-03,52332657320,Ul. Bowska 20,185704718
342,Hmka,Kski,1968-08-22,71893020995,Ul. Kowa 51,623835412
343,Lmek,Wska,1991-05-05,41637092956,Ul. Nowa 4,279539100
344,Vmek,Oski,1991-02-13,83912071072,Ul. Fowa 83,379361008
345,Nmek,Hska,1990-12-26,84261190104,Ul. Gowska 29,442008792
346,Ymka,Vski,1962-11-06,83303732056,Ul. Mowa 99,330245600
347,Bmek,Aski,1993-09-05,82228311392,Ul. Wowska 57,754340530
348,Rmek,Fski,1970-12-21,61563860770,Ul. Jowska 65,387752521
349,Qmka,Iski,1987-03-26,43228440164,Ul. Uowa 62,181331231
350,Qmek,Eski,1966-07-10,62746954306,Ul. Bowa 60,564410255
351,Lmek,Uska,1961-07-01,41128492972,Ul. Nowa 26,132627200
352,Qmka,Tski,1945-03-21,53638413285,Ul. Vowska 71,352967413
353,Vmka,Aska,1958-07-02,62185105540,Ul. Cowa 40,524606125
354,Nmka,Fska,1991-01-14,63582779538,Ul. Qowa 93,586873235
355,Amka,Qski,1982-06-18,72107821774,Ul. Towska 4,261142758
356,Dmka,Uski,1988-11-01,71207802669,Ul. Oowska 33,787582532
357,Mmek,Yski,1991-12-15,52442836590,Ul. Kowska 28,350348831
358,Fmek,Pska,1993-12-15,64255489850,Ul. Cowska 4,476277044
359,Tmka,Pski,1988-06-10,54020002860,Ul. Towa 32,494531388
360,Dmek,Wska,1946-12-10,83366599224,Ul. Rowska 30,752519509
361,Bmek,Cski,1945-07-27,63675397500,Ul. Eowa 45,853190632
362,Vmka,Xski,1982-08-27,71572090715,Ul. Kowa 46,199531316
363,Vmek,Mski,1957-04-23,74081555279,Ul. Mowska 6,753257556
364,Lmek,Yski,1945-07-23,61186457770,Ul. Nowska 94,761162902
365,Dmek,Iski,1997-03-24,53917952805,Ul. Lowska 61,368553133
366,Lmka,Kska,1970-09-28,63807290522,Ul. Aowska 27,745519595
367,Hmka,Iski,1985-02-04,81147024208,Ul. Howa 68,671516082
368,Kmka,Fska,1996-03-24,53761840775,Ul. Mowska 8,164319139
369,Emek,Mski,1996-08-26,72844240301,Ul. Howa 94,697582202
370,Tmka,Aski,1980-08-06,81214170176,Ul. Eowa 5,670848548
371,Umka,Nski,1964-06-05,52262003185,Ul. Powska 15,969613491
